Date,Month,Pond,Site,Group,Species,TC,PC,MeanL,SDL,SL1,SL2,SL3,SL4,SL5,SL6,SL7,SL8,SL9,SL10,SL11,SL12,SL13,SL14,SL15,SL16,SL17,SL18,SL19,SL20,SL21,SL22,SL23,SL24,SL25,SL26,SL27,SL28,SL29,SL30,Notes
8/23/2023,11,Denverton,DPOUT,Threespine Stickleback,Threespine Stickleback,16,0,29.25,3.54964787,33,31,35,25,26,28,25,27,34,28,25,27,34,29,28,33,,,,,,,,,,,,,,,
4/1/2024,19,Miramonte,MRM5,Threespine Stickleback,Threespine Stickleback,1365,1335,21.93333333,2.993479504,22,22,24,27,23,24,23,24,23,24,28,19,19,28,22,23,23,21,16,18,20,22,20,21,20,26,19,18,18,21,
4/1/2024,19,Miramonte,MRM5,Non-native,Mosquitofish,4,0,28.25,5.678908346,32,32,29,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2024,19,Miramonte,MRM5,Native,Prickly Sculpin,47,17,24.33333333,4.520705875,28,21,30,32,24,34,22,22,20,24,25,22,35,30,22,25,23,22,22,21,22,21,26,30,26,24,18,20,22,17,
4/1/2024,19,Miramonte,MRM5,Non-native,Bullfrog Tadpole,1,0,31,#DIV/0!,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2024,19,Miramonte,MRM6,Native,Pacific Herring,3,0,42,7,42,49,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2024,19,Miramonte,MRM6,Threespine Stickleback,Threespine Stickleback,4071,4041,22.86666667,3.997700488,32,24,16,22,20,22,21,22,22,18,19,22,18,24,33,28,28,28,23,26,18,18,24,20,24,23,23,24,22,22,
4/1/2024,19,Miramonte,MRM6,Non-native,Mosquitofish,30,0,30.93333333,4.961460667,33,38,30,28,33,22,34,32,28,29,32,27,32,30,31,35,34,29,24,44,43,28,33,32,22,31,29,28,31,26,
4/1/2024,19,Miramonte,MRM6,Native,Prickly Sculpin,48,18,27.6,11.45786885,24,20,35,28,30,32,18,25,22,33,27,30,18,28,19,19,32,24,32,32,28,28,24,24,81,16,24,16,32,27,
3/6/2024,18,Miramonte,MRM7,Threespine Stickleback,Threespine Stickleback,129,99,28.36666667,4.429395018,25,33,24,24,29,24,28,30,36,34,23,27,24,36,29,28,26,21,38,33,25,24,29,33,26,33,24,28,30,27,
3/6/2024,18,Miramonte,MRM7,Native,Prickly Sculpin,1,0,21,#DIV/0!,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2024,18,Miramonte,MRM7,Non-native,Exopaliamon Shrimp,5,5,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2024,18,Miramonte,MRM6,Threespine Stickleback,Threespine Stickleback,247,217,28.26666667,3.885723945,28,29,33,26,33,27,24,32,26,27,32,35,28,28,24,30,32,37,24,28,22,24,23,27,24,23,32,29,31,30,
3/6/2024,18,Miramonte,MRM6,Native,Pacific Herring,1,0,37,#DIV/0!,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2024,18,Miramonte,MRM6,Native,Prickly Sculpin,7,0,23.14285714,2.544836041,22,24,19,22,27,25,23,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2024,18,Miramonte,MRM6,Native,California Bay Shrimp,1,1,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2024,18,Miramonte,MRM6,Non-native,Exopaliamon Shrimp,1,1,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2024,18,Miramonte,MRM5,Threespine Stickleback,Threespine Stickleback,33,3,29.63333333,6.46200211,33,41,21,38,29,31,34,30,23,42,23,34,20,17,33,35,23,33,34,25,25,34,23,38,30,31,21,26,33,29,
3/6/2024,18,Miramonte,MRM5,Non-native,Mosquitofish,4,0,30.5,5.196152423,38,26,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2024,18,Miramonte,MRM5,Native,Prickly Sculpin,2,0,24.5,3.535533906,27,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2024,18,Miramonte,MRM5,Non-native,Exopaliamon Shrimp,1,1,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2024,17,Denverton,DPOUT,,NONE,0,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2024,17,Denverton,DP5,,NONE,0,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024,18,Tule Red,TR3,Inland Silverside,Inland Silverside,85,55,54.5,7.977338593,79,53,45,51,60,65,59,55,55,50,54,53,54,55,54,65,65,49,51,53,42,47,46,50,51,47,55,53,71,48,
3/7/2024,18,Tule Red,TR3,Native,Sacramento Sucker,1,0,61,#DIV/0!,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024,18,Tule Red,TR3,Listed,Chinook Salmon,3,0,39,6.244997998,44,32,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024,18,Tule Red,TR3,Native,Pacific Staghorn Sculpin,8,0,42.75,12.20948109,45,45,64,30,44,33,28,53,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024,18,Tule Red,TR3,Non-native,Rainwater Killifish,5,0,26.8,3.1144823,30,29,24,28,23,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024,18,Tule Red,TR3,Non-native,Shimofuri Goby,1,0,32,#DIV/0!,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024,18,Tule Red,TR3,Native,Prickly Sculpin,1,0,69,#DIV/0!,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024,18,Tule Red,TR3,Native,Sacramento Pikeminnow,3,0,64.33333333,7.234178138,68,69,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024,18,Tule Red,TR3,Threespine Stickleback,Threespine Stickleback,3,0,32.33333333,6.110100927,27,39,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024,18,Tule Red,TR3,Non-native,Exopaliamon Shrimp,11,11,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024,18,Tule Red,TR2,Inland Silverside,Inland Silverside,1,0,50,#DIV/0!,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024,18,Tule Red,TR2,Listed,Chinook Salmon,2,0,34.5,2.121320344,33,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024,18,Tule Red,TR4,Inland Silverside,Inland Silverside,144,114,60.9,8.087239843,59,77,60,73,55,75,66,51,70,61,73,60,67,62,62,54,63,63,57,67,57,59,59,46,60,62,62,51,54,42,
3/7/2024,18,Tule Red,TR4,Threespine Stickleback,Threespine Stickleback,4,0,37.5,9.814954576,23,40,44,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024,18,Tule Red,TR4,Native,Pacific Staghorn Sculpin,20,0,37.15,10.78144117,31,50,28,37,46,33,33,45,21,29,52,27,46,38,45,30,24,23,47,58,,,,,,,,,,,
3/7/2024,18,Tule Red,TR4,Listed,Chinook Salmon,6,0,38,3.847076812,35,33,40,44,38,38,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024,18,Tule Red,TR4,Native,Sacramento Pikeminnow,8,0,66.875,11.24325194,57,68,68,64,58,59,69,92,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024,18,Tule Red,TR4,Listed,Splittail,4,0,100,15.340578,122,90,99,89,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024,18,Tule Red,TR4,Non-native,Rainwater Killifish,15,0,22.73333333,4.131182236,21,26,19,21,26,24,27,28,27,25,14,25,22,18,18,,,,,,,,,,,,,,,,
3/7/2024,18,Tule Red,TR4,Native,Prickly Sculpin,4,0,28.5,11.8462371,46,20,23,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024,18,Tule Red,TR4,Non-native,Exopaliamon Shrimp,1,1,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/2024,18,Denverton,DPOUT,Non-native,Mosquitofish,14,0,28.71428571,7.268780148,36,25,20,34,25,29,30,20,17,40,26,35,26,39,,,,,,,,,,,,,,,,,
3/4/2024,18,Denverton,DPOUT,Threespine Stickleback,Threespine Stickleback,2,0,38,1.414213562,37,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/2024,18,Denverton,DPOUT,Non-native,Bluegill Sunfish,1,0,51,#DIV/0!,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/2024,18,Denverton,DP5,Inland Silverside,Inland Silverside,11,0,67.36363636,4.610265226,65,66,62,72,71,72,64,63,75,62,69,,,,,,,,,,,,,,,,,,,,
3/4/2024,18,Denverton,DP5,Inland Silverside,Inland Silverside,200,170,67.26666667,4.813295762,74,70,67,62,60,65,68,70,64,63,65,67,64,61,69,77,69,54,63,70,70,66,75,72,64,70,70,68,71,70,
3/4/2024,18,Denverton,DP5,Threespine Stickleback,Threespine Stickleback,2,0,34.5,10.60660172,27,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/2024,18,Denverton,DP5,Native,California Bay Shrimp,1,1,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/2024,18,Denverton,DP5,Non-native,Exopaliamon Shrimp,3,3,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2024,17,Tule Red,TR2,Native,Tule Perch,2,0,131,12.72792206,140,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2024,17,Tule Red,TR2,Native,Sacramento Sucker,1,0,121,#DIV/0!,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2024,17,Tule Red,TR2,Inland Silverside,Inland Silverside,5,0,53.2,17.23948955,78,48,56,54,30,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2024,17,Tule Red,TR2,Non-native,Stripped Bass,4,0,97.25,9.708243919,100,109,86,94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2024,17,Tule Red,TR2,Native,Sacramento Pikeminnow,1,0,72,#DIV/0!,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2024,17,Tule Red,TR2,Non-native,Exopaliamon Shrimp,1,1,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/24/2024,17,Miramonte,MRM5,Threespine Stickleback,Threespine Stickleback,66,36,29.33333333,4.349659783,31,30,28,25,25,34,34,32,35,31,24,32,37,24,29,30,30,26,27,34,21,39,26,32,29,29,23,32,25,26,
2/22/2024,17,Tule Red,TR3,Listed,Chinook Salmon,2,0,34,1.414213562,33,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2024,17,Tule Red,TR3,Inland Silverside,Inland Silverside,43,13,47.33333333,6.944773939,49,51,40,54,54,32,40,54,41,42,42,51,55,43,56,39,56,50,59,45,49,45,41,57,49,44,40,57,42,43,
2/22/2024,17,Tule Red,TR3,Threespine Stickleback,Threespine Stickleback,4,0,36,7.118052168,26,36,40,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2024,17,Tule Red,TR3,Non-native,American Shad,1,0,78,#DIV/0!,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2024,17,Tule Red,TR3,Non-native,Rainwater Killifish,4,0,21.5,4.123105626,18,24,18,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2024,17,Tule Red,TR3,Native,Sacramento Pikeminnow,5,0,73.8,25.4892134,82,81,105,65,36,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2024,17,Tule Red,TR3,Non-native,Exopaliamon Shrimp,7,7,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2024,17,Tule Red,TR3,Native,Pacific Staghorn Sculpin,12,0,34.91666667,9.958626533,16,41,41,28,29,49,46,42,24,41,34,28,,,,,,,,,,,,,,,,,,,
2/24/2024,17,Miramonte,MRM6,Inland Silverside,Inland Silverside,85,55,28,4.291129584,29,36,22,29,34,33,27,26,27,25,25,22,26,25,29,27,36,28,23,28,29,26,37,21,29,33,27,23,32,26,
2/24/2024,17,Miramonte,MRM6,Native,Prickly Sculpin,3,0,21.66666667,2.081665999,20,24,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/24/2024,17,Miramonte,MRM6,Non-native,Rainwater Killifish,3,0,30.66666667,1.527525232,32,31,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2024,17,Tule Red,TR4,Inland Silverside,Inland Silverside,864,834,54.5,7.546408143,56,48,51,68,53,53,65,53,64,57,52,42,35,62,53,58,55,50,44,50,49,59,63,58,47,59,50,54,68,59,
2/22/2024,17,Tule Red,TR4,Listed,Chinook Salmon,5,0,37.8,6.496152708,34,38,34,34,49,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2024,17,Tule Red,TR4,Non-native,Rainwater Killifish,4,0,26.75,1.892969449,27,28,28,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2024,17,Tule Red,TR4,Listed,Splittail,2,0,51,9.899494937,44,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2024,17,Tule Red,TR4,Native,Sacramento Pikeminnow,11,0,62.63636364,6.845038017,78,62,61,63,65,68,62,58,65,54,53,,,,,,,,,,,,,,,,,,,,
2/22/2024,17,Tule Red,TR4,Non-native,Exopaliamon Shrimp,2,2,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2024,17,Tule Red,TR4,Native,Pacific Staghorn Sculpin,1,1,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2024,17,Denverton,DP3,Inland Silverside,Inland Silverside,145,115,66.03333333,3.791854549,67,71,60,67,72,67,64,64,68,71,58,67,62,63,62,65,65,69,66,64,73,73,66,62,67,63,71,65,63,66,
2/21/2024,17,Denverton,DP3,Threespine Stickleback,Threespine Stickleback,4,0,37,8.717797887,42,42,40,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2024,17,Denverton,DP3,Native,Prickly Sculpin,1,0,48,#DIV/0!,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2024,17,Denverton,DP3,Non-native,Exopaliamon Shrimp,1,1,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/2023,17,Miramonte,MRM7,Inland Silverside,Inland Silverside,37,7,30.53333333,7.431217162,32,29,24,33,28,32,27,30,28,33,45,29,35,26,34,29,34,27,26,20,33,31,23,61,23,31,30,27,25,31,
2/16/2023,17,Miramonte,MRM7,Native,Prickly Sculpin,1,0,12,#DIV/0!,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/24/2024,16,Denverton,DPOUT,Non-native,Black Crappie,1,0,53,#DIV/0!,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/24/2024,16,Denverton,DPOUT,Threespine Stickleback,Threespine Stickleback,1,0,37,#DIV/0!,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/24/2024,16,Denverton,DP5,,NONE,0,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/24/2024,16,Denverton,DP3,Threespine Stickleback,Threespine Stickleback,1,0,37,#DIV/0!,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2023,15,Tule Red,TR3,Inland Silverside,Inland Silverside,196,166,34.6,7.341896776,45,34,29,41,30,21,47,46,45,39,31,39,34,34,36,22,43,28,40,32,27,38,28,40,20,29,36,37,37,30,
12/12/2023,15,Tule Red,TR3,Threespine Stickleback,Threespine Stickleback,11,0,21.18181818,9.368224825,40,17,39,16,18,17,22,13,19,18,14,,,,,,,,,,,,,,,,,,,,
12/12/2023,15,Tule Red,TR3,Non-native,Mosquitofish,11,1,22.9,5.546770832,21,20,32,22,30,19,27,19,25,14,,,,,,,,,,,,,,,,,,,,,
12/12/2023,15,Tule Red,TR3,Non-native,Rainwater Killifish,103,73,18.83333333,3.723951677,24,19,19,18,14,21,19,20,16,22,21,18,16,20,18,13,13,14,17,19,21,29,15,18,16,21,18,22,17,27,
12/12/2023,15,Tule Red,TR3,Non-native,Yellowfin Goby,1,0,123,#DIV/0!,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2023,15,Tule Red,TR3,Non-native,Exopaliamon Shrimp,5,5,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2023,15,Tule Red,TR3,Non-native,Exopaliamon Shrimp,1,1,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2023,15,Tule Red,TR4,Inland Silverside,Inland Silverside,60,30,45.2,8.563756829,45,51,78,49,45,47,52,48,50,30,35,41,44,47,40,46,48,47,45,30,46,54,43,52,38,42,40,45,39,39,
12/12/2023,15,Tule Red,TR4,Non-native,Rainwater Killifish,1,0,22,#DIV/0!,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2023,15,Tule Red,TR4,Threespine Stickleback,Threespine Stickleback,1,0,38,#DIV/0!,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2023,15,Tule Red,TR2,,NONE,0,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2024,19,Denverton,DP3,Threespine Stickleback,Threespine Stickleback,10,0,36,9.006170724,20,46,31,30,46,42,32,28,40,45,,,,,,,,,,,,,,,,,,,,,
4/2/2024,19,Denverton,DP3,Inland Silverside,Inland Silverside,1,0,79,#DIV/0!,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2024,19,Denverton,DP3,Non-native,Mosquitofish,1,0,14,#DIV/0!,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2024,19,Denverton,DP3,Non-native,Exopaliamon Shrimp,2,2,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2024,19,Denverton,DPOUT,Non-native,Mosquitofish,57,27,33.53333333,4.141741541,32,40,31,33,40,32,36,34,29,31,33,29,37,32,32,29,32,37,36,27,29,39,34,31,32,36,39,27,33,44,
4/2/2024,19,Denverton,DPOUT,Threespine Stickleback,Threespine Stickleback,8,0,31.875,10.06319319,21,27,43,24,41,47,26,26,,,,,,,,,,,,,,,,,,,,,,,
4/2/2024,19,Denverton,DPOUT,Non-native,Rainwater Killifish,1,0,27,#DIV/0!,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2024,19,Denverton,DP5,Threespine Stickleback,Threespine Stickleback,14,0,38.28571429,9.949322137,42,44,45,44,47,40,50,45,25,39,45,21,25,24,,,,,,,,,,,,,,,,,
4/2/2024,19,Denverton,DP5,Non-native,Black Crappie,2,0,61,1.414213562,62,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2024,19,Denverton,DP5,Non-native,Rainwater Killifish,2,0,32.5,3.535533906,35,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
